MazeId,Collisions,Difficulty,Start,Stop,GameId,
1000,1,1,5/31/2013 1:37:32 AM,1000
1001,0,0,5/31/2013 11:39:00 AM,1001
1002,0,0,5/31/2013 11:39:00 AM,1002
1003,0,0,5/31/2013 11:44:00 AM,1003
1004,0,0,5/31/2013 11:44:00 AM,1004
1005,60,0,5/31/2013 11:47:00 AM,1005
1006,60,0,5/31/2013 11:47:00 AM,1006
