EyeTrackerId,Gaze_X,Gaze_Y,Time_Stamp,GameId,
1000,100,100,1000
1001,0,0,1001
1002,0,0,1002
1003,0,0,1003
1004,0,0,1004
1005,0,0,1005
1006,0,0,1006
1007,0,0,1007
1008,0,0,1008
1009,0,0,1009
1010,0,0,1010
1011,0,0,1011
1012,0,0,1012
1013,0,0,1013
1014,0,0,1014
1015,0,0,1015
1016,0,0,1016
1017,0,0,1017
1018,0,0,1018
1019,0,0,1019
1020,0,0,1020
1021,0,0,1021
1022,0,0,1022
1023,0,0,1023
1024,0,0,1024
1025,0,0,1025
1026,0,0,1026
1027,0,0,1027
1028,0,0,1028
1029,0,0,1029
1030,0,0,1030
1031,0,0,1031
1032,0,0,1032
1033,0,0,1033
1034,0,0,1034
1035,0,0,1035
1036,0,0,1036
1037,0,0,1037
1038,0,0,1038
1039,0,0,1039
1040,0,0,1040
1041,0,0,1041
1042,0,0,1042
1043,0,0,1043
1044,0,0,1044
1045,0,0,1045
1046,0,0,1046
1047,0,0,1047
1048,0,0,1048
1049,0,0,1049
1050,0,0,1050
1051,0,0,1051
1052,0,0,1052
1053,0,0,1053
1054,0,0,1054
1055,450,291,1055
1056,1337,405,1056
1057,683,472,1057
1058,246,419,1058
1059,840,452,1059
1060,958,595,1060
1061,1086,610,1061
1062,1083,612,1062
1063,1077,617,1063
1064,700,367,1064
1065,401,402,1065
1066,401,402,1066
1067,401,402,1067
1068,401,402,1068
1069,401,402,1069
1070,401,402,1070
1071,792,453,1071
1072,1147,350,1072
1073,1074,236,1073
1074,1036,185,1074
1075,1036,185,1075
1076,1036,185,1076
1077,1036,185,1077
1078,1036,185,1078
1079,1036,185,1079
1080,1036,185,1080
1081,1036,185,1081
1082,668,440,1082
1083,1378,457,1083
1084,1382,452,1084
1085,1168,496,1085
1086,965,477,1086
1087,934,527,1087
1088,928,555,1088
1089,928,555,1089
1090,928,555,1090
1091,928,555,1091
1092,928,555,1092
1093,928,555,1093
1094,928,555,1094
1095,928,555,1095
1096,928,555,1096
1097,928,555,1097
1098,928,555,1098
1099,904,539,1099
1100,583,404,1100
1101,549,480,1101
1102,545,589,1102
1103,512,511,1103
1104,586,279,1104
1105,805,194,1105
1106,1223,261,1106
1107,1404,350,1107
